provider_id,name,street_address,city,state,zip_code,hrr,hospice_beneficiaries,total_days,total_medicare_payment_amount,total_medicare_standard_payment_amount,total_charge_amount,percent_routine_home_care_days,physician_services,home_health_visit_hours_per_day,skilled_nursing_visit_hours_per_day,social_service_visit_hours_per_day,total_live_discharges,hospice_beneficiaries_with_seven_or_fewer_hospice_care_days,hospice_beneficiaries_with_more_than_sixty_hospice_care_days,hospice_beneficiaries_with_more_than_one_hundred_eighty_hospice_care_days,home_health_visit_hours_per_day_during_week_prior_to_death,skilled_nursing_visit_hours_per_day_during_week_prior_to_death,social_service_visit_hours_per_day_during_week_prior_to_death,average_age,male_hospice_beneficiaries,female_hospice_beneficiaries,white_hospice_beneficiaries,black_hospice_beneficiaries,asian_hospice_beneficiaries,hispanic_hospice_beneficiaries,other_unknown_race_hospice_beneficiaries,medicare_advantage_hospice_beneficiaries,medicaid_eligible_hospice_beneficiaries,hospice_beneficiaries_with_a_primary_diagnosis_of_cancer,hospice_beneficiaries_with_a_primary_diagnosis_of_dementia,hospice_beneficiaries_with_a_primary_diagnosis_of_stroke,hospice_beneficiaries_with_a_primary_diagnosis_of_circulatory_heart_disease,hospice_beneficiaries_with_a_primary_diagnosis_of_respiratory_disease,hospice_beneficiaries_with_other_primary_diagnoses,site_of_service_home_hospice_beneficiaries,site_of_service_assisted_living_facility_hospice_beneficiaries,site_of_service_long_term_care_or_non_skilled_nursing_facility_hospice_beneficiaries,site_of_service_skilled_nursing_facility_hospice_beneficiaries,site_of_service_inpatient_hospital_hospice_beneficiaries,site_of_service_inpatient_hospice_hospice_beneficiaries,site_of_service_other_facility_hospice_beneficiaries
321546,LANDSUN HOSPICE,1815 WESTRIDGE ROAD,CARLSBAD,NM,88220,TX - Lubbock,64,4892,705770,755945,1082846,100,0.0,0.367,0.286,0.071,,17.0,24.0,11.0,0.219,0.462,0.242,85.4,22.0,42.0,52.0,,,11.0,,,32.0,,15.0,0.0,23.0,,13.0,14.0,,44.0,,,0.0,
291501,HOSPICE OF NORTHERN NEVADA,429 ELM STREET,RENO,NV,89503,NV - Reno,597,38305,6061506,5882726,10007486,100,0.0,0.197,0.244,0.048,54.0,134.0,188.0,62.0,0.127,0.294,0.068,80.5,254.0,343.0,551.0,,,25.0,,144.0,57.0,244.0,56.0,42.0,108.0,58.0,89.0,477.0,82.0,28.0,,,0.0,
291530,"INFINITY HOSPICE CARE OF RENO, LLC",5538 LONGLEY LN STE B,RENO,NV,89511,NV - Reno,373,28131,4491969,4360703,5605633,100,154.0,0.257,0.183,0.042,47.0,59.0,142.0,45.0,0.134,0.275,0.057,81.3,158.0,215.0,346.0,,,12.0,,94.0,41.0,110.0,55.0,19.0,102.0,57.0,30.0,358.0,0.0,0.0,14.0,,0.0,
291520,COMFORT HOSPICE CARE,"6655 W SAHARA AVE, SUITE B-200",LAS VEGAS,NV,89146,NV - Las Vegas,323,29959,5216594,4613527,5886423,100,0.0,0.545,0.152,0.052,105.0,33.0,152.0,57.0,0.161,0.273,0.066,79.4,127.0,196.0,273.0,17.0,,17.0,,158.0,49.0,66.0,55.0,,66.0,85.0,42.0,244.0,66.0,,,,0.0,
331512,HOSPICARE & PALLIATIVE SVCS OF TOMPKINS CO INC,172 E KING RD,ITHACA,NY,14850,NY - Rochester,304,14654,2167991,2266808,4405633,100,,0.376,0.261,0.055,26.0,79.0,77.0,18.0,0.122,0.296,0.101,83.4,114.0,190.0,295.0,,,,,52.0,75.0,99.0,37.0,11.0,52.0,28.0,77.0,178.0,0.0,0.0,75.0,,0.0,
331528,HOSPICE OF THE NORTH COUNTRY INC,358 TOM MILLER ROAD,PLATTSBURGH,NY,12901,VT - Burlington,321,19858,2754340,3108217,4902251,99,54.0,0.005,0.367,0.04,28.0,76.0,102.0,31.0,,0.355,0.073,79.9,165.0,156.0,307.0,,,,,58.0,85.0,140.0,33.0,20.0,64.0,36.0,28.0,270.0,0.0,50.0,0.0,,0.0,
331531,"HIGH PEAKS HOSPICE AND PALLIATIVE CARE, INC","309 COUNTY ROUTE 47,  SUITE 7",SARANAC LAKE,NY,12983,VT - Burlington,351,19579,2696669,3021020,3903187,100,0.0,0.099,0.294,0.053,26.0,83.0,95.0,29.0,0.05,0.316,0.073,80.4,182.0,169.0,345.0,0.0,,,,117.0,37.0,165.0,41.0,12.0,41.0,40.0,52.0,333.0,0.0,17.0,0.0,,0.0,
361625,"CROSSROADS HOSPICE OF NORTHEAST OHIO, LLC","3743 BOETTLER OAKS DRIVE, SUITE E",UNIONTOWN,OH,44685,OH - Akron,1602,167717,23966922,26039433,28562673,99,0.0,0.423,0.36,0.045,92.0,317.0,706.0,377.0,1.263,0.482,0.099,84.8,576.0,1026.0,1531.0,50.0,,11.0,,636.0,548.0,231.0,574.0,135.0,325.0,142.0,195.0,399.0,334.0,752.0,47.0,,0.0,
361620,HEARTLAND HOME HEALTH CARE & HOSPICE,"6500 BUSCH BLVD, SUITE 210",COLUMBUS,OH,43229,OH - Columbus,1011,97921,15126234,15558276,25366954,99,,0.381,0.42,0.046,70.0,174.0,446.0,211.0,0.289,1.112,0.143,82.6,393.0,618.0,948.0,51.0,,,,401.0,315.0,185.0,306.0,70.0,177.0,124.0,149.0,283.0,273.0,400.0,54.0,,0.0,
361635,ACCLAIM HOSPICE AND PALLIATIVE CARE,"2800 CORPORATE EXCHANGE DRIVE, SUITE 140",COLUMBUS,OH,43231,OH - Columbus,689,67027,10008814,10584071,17136059,99,0.0,0.56,0.335,0.051,67.0,108.0,325.0,134.0,0.177,0.794,0.114,84.7,247.0,442.0,656.0,29.0,,0.0,,260.0,262.0,77.0,284.0,58.0,113.0,40.0,117.0,141.0,261.0,248.0,38.0,,0.0,
361547,HOSPICE AND PALLIATIVE CARE PARTNERS OF OHIO,2500 EAST 22ND STREET,CLEVELAND,OH,44115,OH - Cleveland,306,29520,4364813,4589648,6824067,99,29.0,0.365,0.224,0.063,32.0,35.0,140.0,60.0,0.134,0.243,0.114,82.5,117.0,189.0,225.0,64.0,,12.0,,122.0,68.0,80.0,71.0,15.0,73.0,40.0,27.0,241.0,26.0,17.0,17.0,,0.0,
361602,HARBOR LIGHT HOSPICE,734-C ALPHA DRIVE,HIGHLAND HEIGHTS,OH,44143,OH - Cleveland,806,90990,13062946,13992453,26716084,100,41.0,0.44,0.352,0.062,62.0,151.0,400.0,204.0,0.24,0.456,0.155,85.1,259.0,547.0,748.0,48.0,,,,307.0,356.0,88.0,114.0,50.0,126.0,87.0,341.0,76.0,191.0,189.0,349.0,,0.0,
361643,VITAS INNOVATIVE HOSPICE CARE,"600 GRANGER ROAD, SUITE 100",BROOKLYN HEIGHTS,OH,44131,OH - Cleveland,199,19292,2897572,3083071,5932837,99,,0.335,0.397,0.07,28.0,41.0,88.0,40.0,0.355,1.324,0.138,83.7,100.0,99.0,168.0,27.0,,,,72.0,67.0,35.0,19.0,38.0,33.0,14.0,60.0,57.0,44.0,97.0,0.0,,0.0,
361647,HOSPICE OF THE MIAMI VALLEY,"46 NORTH DETROIT STREET, SUITE B",XENIA,OH,45385,OH - Kettering,676,58149,8970288,9440336,16482429,98,47.0,0.356,0.574,0.075,89.0,123.0,276.0,124.0,0.193,1.591,0.123,82.5,254.0,422.0,612.0,56.0,,,,279.0,248.0,139.0,225.0,29.0,97.0,89.0,97.0,341.0,81.0,194.0,53.0,,0.0,
361662,ALL CARING HOSPICE LLC,6715 TIPPECANOE ROAD,CANFIELD,OH,44406,OH - Youngstown,220,16215,2253210,2494202,3454151,100,0.0,0.347,0.367,0.075,20.0,40.0,86.0,29.0,0.173,0.411,0.11,83.1,75.0,145.0,185.0,30.0,,,,93.0,110.0,33.0,94.0,14.0,29.0,29.0,21.0,62.0,13.0,144.0,0.0,,0.0,
371676,TRANSITIONS LIFECARE HOSPICE,"1515 EAST 71ST STREET, SUITE 100",TULSA,OK,74136,OK - Tulsa,200,23008,3120141,3541321,5228753,100,0.0,0.28,0.248,0.053,13.0,24.0,100.0,53.0,0.135,0.372,0.157,82.5,103.0,97.0,169.0,20.0,,,,55.0,50.0,38.0,15.0,,103.0,,,113.0,23.0,61.0,0.0,,0.0,
371634,THE MEYER C AND IDA MILLER HOPSICE,2025 EAST 71ST STREET,TULSA,OK,74136,OK - Tulsa,134,13425,1816177,2060612,12553133,99,,0.56,0.27,0.046,17.0,28.0,54.0,33.0,0.31,0.44,0.111,83.8,53.0,81.0,103.0,26.0,,0.0,,42.0,33.0,18.0,30.0,19.0,34.0,13.0,20.0,52.0,,70.0,,,0.0,
371657,NEW CENTURY HOSPICE OF TULSA,"4111 SOUTH DARLINGTON AVENUE, SUITE 650",TULSA,OK,74135,OK - Tulsa,137,18018,2426857,2773836,3665911,100,0.0,0.272,0.211,0.022,22.0,18.0,76.0,42.0,0.231,0.343,0.031,80.9,60.0,77.0,115.0,13.0,,,,32.0,44.0,22.0,27.0,,44.0,18.0,22.0,91.0,,35.0,,,0.0,
381509,ST CHARLES HOSPICE,236 NORTH MAIN STREET,PRINEVILLE,OR,97754,OR - Bend,193,16736,2577143,2578433,5032327,99,120.0,0.156,0.248,0.073,30.0,20.0,88.0,28.0,0.106,0.247,0.125,81.7,94.0,99.0,180.0,0.0,,,,68.0,55.0,46.0,18.0,21.0,63.0,34.0,11.0,189.0,0.0,0.0,0.0,,0.0,
381530,"SOUTH COAST HOSPICE & PALLIATIVE CARE SERVICES, IN",1620 THOMPSON ROAD,COOS BAY,OR,97420,OR - Eugene,277,17735,2668122,2736259,4074101,100,18.0,0.126,0.186,0.07,23.0,48.0,84.0,28.0,0.119,0.217,0.093,80.4,131.0,146.0,269.0,0.0,,0.0,,30.0,55.0,120.0,32.0,13.0,48.0,35.0,29.0,202.0,12.0,15.0,19.0,,0.0,
381553,SIGNATURE HOSPICE,"25117 SW PARKWAY, SUITE F",WILSONVILLE,OR,97070,OR - Portland,852,58822,10147878,9049331,13395462,100,,0.148,0.229,0.059,70.0,176.0,282.0,99.0,0.1,0.28,0.118,84.3,325.0,527.0,826.0,,,,,442.0,305.0,169.0,255.0,48.0,193.0,72.0,115.0,224.0,276.0,316.0,0.0,,0.0,
391653,ASERACARE HOSPICE,44 BOWMAN ROAD,YORK,PA,17408,PA - York,254,12959,1907904,1993521,2747816,99,0.0,0.267,0.244,0.037,16.0,47.0,64.0,17.0,0.131,0.179,0.069,80.3,111.0,143.0,247.0,,,,,60.0,71.0,117.0,55.0,13.0,34.0,14.0,21.0,152.0,14.0,54.0,32.0,,0.0,
391655,ASERACARE HOSPICE,1015 LOGAN BLVD,ALTOONA,PA,16602,PA - Altoona,444,36502,5231017,5729199,7695331,99,49.0,0.448,0.262,0.045,64.0,79.0,189.0,64.0,0.149,0.277,0.084,83.9,159.0,285.0,432.0,,,,,219.0,207.0,80.0,147.0,29.0,103.0,45.0,40.0,110.0,75.0,237.0,21.0,,0.0,
391533,COLUMBIA MONTOUR HOME HOSPICE,410 GLENN AVE SUITE 200,BLOOMSBURG,PA,17815,PA - Danville,466,24647,3405855,3778967,5608864,100,,0.254,0.228,0.064,46.0,117.0,132.0,31.0,0.168,0.268,0.078,81.7,202.0,264.0,456.0,,,,,214.0,158.0,147.0,59.0,18.0,102.0,47.0,93.0,291.0,11.0,162.0,0.0,,0.0,
391636,BERWICK HOSPICE,6850 LOWS ROAD,BLOOMSBURG,PA,17815,PA - Danville,120,6454,888842,992411,1322320,100,0.0,0.309,0.246,0.051,,37.0,32.0,,0.153,0.222,0.099,84.7,49.0,71.0,119.0,0.0,,0.0,,42.0,47.0,36.0,,,33.0,20.0,,47.0,13.0,59.0,0.0,,0.0,
391550,LUTHERAN HOME CARE & HOSPICE INC.,2700 LUTHER DRIVE,CHAMBERSBURG,PA,17201,PA - Harrisburg,766,37257,5263284,5744932,9107707,99,20.0,0.274,0.318,0.048,86.0,190.0,193.0,45.0,0.133,0.256,0.072,82.7,308.0,458.0,745.0,,,,,165.0,153.0,301.0,138.0,48.0,116.0,67.0,96.0,484.0,45.0,166.0,65.0,,0.0,
391634,MEDI HOME HOSPICE,1001 STATE ROUTE 30,IRWIN,PA,15642,PA - Pittsburgh,518,57979,8114307,8918520,12395111,100,0.0,0.325,0.229,0.019,141.0,63.0,292.0,118.0,0.125,0.242,0.047,86.0,185.0,333.0,505.0,,,,,296.0,101.0,65.0,185.0,,179.0,40.0,42.0,321.0,136.0,0.0,55.0,,0.0,
391664,BETHANY HOSPICE OF WESTERN PENNSYLVANIA,SIX PARKWAY CENTER 875 GREENTREE RD SUITE 100,PITTSBURGH,PA,15220,PA - Pittsburgh,244,20029,2906971,3180330,4253875,99,0.0,0.324,0.246,0.052,22.0,57.0,100.0,37.0,0.128,0.19,0.106,85.2,68.0,176.0,220.0,22.0,,0.0,,130.0,88.0,47.0,74.0,19.0,63.0,17.0,24.0,67.0,44.0,106.0,21.0,,0.0,
391734,"BRIDGES HOSPICE, INC",1200 GULF LAB ROAD,PITTSBURGH,PA,15238,PA - Pittsburgh,403,39368,5553095,6080288,10140447,100,0.0,0.444,0.198,0.057,57.0,62.0,183.0,85.0,0.144,0.327,0.113,85.4,138.0,265.0,375.0,26.0,,0.0,,243.0,82.0,80.0,120.0,27.0,110.0,24.0,42.0,126.0,85.0,29.0,47.0,,0.0,
391570,HEARTLAND HOME HEALTH CARE & H,460 NORRISTOWN ROAD SUITE 101,BLUE BELL,PA,19422,PA - Philadelphia,533,50017,8313855,7789005,13090801,99,0.0,0.443,0.256,0.054,55.0,92.0,238.0,103.0,0.189,0.323,0.115,82.8,207.0,326.0,433.0,86.0,,,,214.0,202.0,89.0,176.0,77.0,65.0,36.0,90.0,158.0,107.0,237.0,23.0,,0.0,
391604,HOSPICE COMPASSUS - PHILADELPHIA,"711 NORTH YORK ROAD, 2ND FLOOR",WILLOW GROVE,PA,19090,PA - Philadelphia,435,41860,6880349,6452518,14086001,100,14.0,0.517,0.211,0.023,23.0,82.0,188.0,94.0,0.142,0.265,0.086,86.9,139.0,296.0,397.0,31.0,,,,143.0,73.0,71.0,135.0,53.0,85.0,31.0,60.0,135.0,112.0,182.0,,,0.0,
391651,ASERACARE HOSPICE,411 EAGLEVIEW BLVD SUITE 114,EXTON,PA,19341,PA - Philadelphia,243,22339,3663141,3443361,5184968,99,0.0,0.389,0.212,0.046,36.0,41.0,109.0,47.0,0.131,0.236,0.094,82.9,88.0,155.0,217.0,16.0,,,,73.0,93.0,62.0,70.0,19.0,29.0,31.0,32.0,84.0,35.0,48.0,71.0,,0.0,
401527,"HOSPICIO LA PAZ, INC",152 RODRIGUEZ IRIZARRY STREET,ARECIBO,PR,612,XX - Unknown,1984,254064,26587280,40997080,44699493,100,13840.0,0.189,0.211,0.035,241.0,203.0,1033.0,591.0,0.069,0.178,0.054,81.9,828.0,1156.0,,,,,,1526.0,,441.0,658.0,242.0,175.0,241.0,227.0,1589.0,388.0,0.0,0.0,,0.0,
421531,HOSPICE CARE OF TRI COUNTY,"166 STONERIDGE DRIVE, SUITE 100",COLUMBIA,SC,29201,SC - Columbia,829,80955,11203006,12430086,17376079,100,73.0,0.342,0.151,0.062,187.0,92.0,376.0,174.0,0.125,0.291,0.094,80.6,359.0,470.0,657.0,165.0,,,,177.0,203.0,253.0,185.0,32.0,187.0,67.0,105.0,634.0,34.0,0.0,157.0,,0.0,
421605,PROVIDENCE HOSPICE LLC,1 EAST SUNDANCE DRIVE,EASLEY,SC,29642,SC - Greenville,508,59549,8745131,9151798,11903122,100,0.0,0.244,0.134,0.035,171.0,38.0,283.0,125.0,0.137,0.272,0.07,81.3,194.0,314.0,405.0,94.0,,,,138.0,103.0,60.0,167.0,12.0,121.0,73.0,75.0,393.0,113.0,0.0,0.0,,0.0,
421533,INTERIM HEALTHCARE HOSPICE,155 DEACON TILLER COURT,DUNCAN,SC,29334,SC - Spartanburg,343,27186,4084829,4193263,6417394,99,,0.232,0.3,0.084,53.0,52.0,133.0,53.0,0.125,0.341,0.122,81.9,149.0,194.0,317.0,23.0,,,,109.0,35.0,78.0,64.0,27.0,95.0,44.0,35.0,298.0,12.0,0.0,32.0,,0.0,
431504,PRAIRIE LAKES HOSPICE,1404 9TH AVENUE SW  POST OFFICE BOX 1210,WATERTOWN,SD,57201,SD - Sioux Falls,267,10243,1399047,1588114,2146694,100,0.0,0.083,0.666,0.072,19.0,87.0,57.0,,0.061,0.408,0.133,82.2,124.0,143.0,257.0,0.0,,0.0,,64.0,99.0,95.0,30.0,16.0,40.0,24.0,62.0,79.0,0.0,50.0,130.0,,0.0,
431516,COMPASSIONATE CARE HOSPICE,3415 NORTH POTSDAM AVENUE,SIOUX FALLS,SD,57104,SD - Sioux Falls,284,21849,2990801,3363299,4565035,100,0.0,0.787,0.246,0.059,27.0,50.0,106.0,47.0,0.207,0.245,0.068,84.7,118.0,166.0,277.0,,,0.0,,48.0,119.0,55.0,77.0,11.0,77.0,25.0,39.0,85.0,22.0,173.0,0.0,,0.0,
451723,GRACE HOSPICE,730 AVENUE F SUITE 200,PLANO,TX,75074,TX - Dallas,379,40423,6338766,6345662,10144151,99,163.0,0.427,0.293,0.025,53.0,49.0,182.0,87.0,0.088,0.995,0.041,83.0,133.0,246.0,291.0,64.0,,12.0,,72.0,105.0,65.0,183.0,20.0,44.0,33.0,34.0,113.0,141.0,107.0,,,0.0,
451527,GENTIVA HOSPICE,7557 RAMBLER ROAD SUITE 112,DALLAS,TX,75231,TX - Dallas,166,15669,2434734,2434829,3653267,99,,0.474,0.247,0.046,35.0,24.0,70.0,30.0,0.125,0.436,0.115,81.2,66.0,100.0,116.0,26.0,,18.0,,45.0,42.0,55.0,30.0,,38.0,11.0,23.0,110.0,11.0,31.0,,,0.0,
451571,GENTIVA HOSPICE,525 NORTH LOCUST STREET,DENTON,TX,76201,TX - Dallas,206,21734,3372371,3385982,5033284,100,0.0,0.53,0.217,0.021,29.0,41.0,93.0,51.0,0.158,0.508,0.049,82.0,84.0,122.0,192.0,,,,,37.0,56.0,44.0,60.0,14.0,44.0,24.0,20.0,76.0,52.0,57.0,14.0,,0.0,
451542,GENTIVA HOSPICE,2626 SOUTH 37TH STREET SUITE #B,TEMPLE,TX,76504,TX - Temple,608,55721,8030076,8579302,12034462,100,0.0,0.383,0.272,0.037,88.0,93.0,257.0,121.0,0.143,0.346,0.071,82.6,215.0,393.0,518.0,52.0,,30.0,,194.0,261.0,136.0,169.0,68.0,125.0,60.0,50.0,227.0,43.0,319.0,12.0,,0.0,
451787,FAITH COMMUNITY HOSPICE LLC,4721 GARTH RD SUITE H,BAYTOWN,TX,77521,TX - Houston,237,19104,2963494,2945663,5741138,100,28.0,0.711,0.368,0.057,12.0,56.0,78.0,38.0,0.192,0.387,0.114,84.0,87.0,150.0,212.0,,,15.0,,62.0,48.0,63.0,66.0,25.0,29.0,16.0,38.0,91.0,52.0,92.0,0.0,,0.0,
671512,VIRGINIA'S HOSPICE,12947 LAKE CONROE HILLS SUITE C&D,WILLIS,TX,77318,TX - Houston,198,18373,2694882,2861181,4107163,100,79.0,0.432,0.236,0.037,26.0,36.0,80.0,39.0,0.163,0.482,0.06,81.0,83.0,115.0,135.0,33.0,,21.0,,50.0,71.0,39.0,55.0,23.0,46.0,20.0,15.0,110.0,18.0,19.0,47.0,,0.0,
671537,HOSPICE COMPASSUS - THE WOODLANDS,19221 I45 SOUTH SUITE 350,HOUSTON,TX,77056,TX - Houston,258,20819,3310671,3302834,7306135,99,135.0,0.215,0.211,0.023,23.0,49.0,90.0,46.0,0.118,0.286,0.043,85.0,96.0,162.0,182.0,40.0,,25.0,,54.0,58.0,60.0,81.0,36.0,33.0,12.0,36.0,98.0,77.0,76.0,0.0,,0.0,
671590,NEW CENTURY HOSPICE OF HOUSTON,ONE SUGAR CREEK CENTER BLVD #330,SUGAR LAND,TX,77478,TX - Houston,315,25294,4060616,4037394,7583765,99,0.0,0.52,0.318,0.026,28.0,67.0,112.0,53.0,0.128,1.047,0.057,83.2,116.0,199.0,226.0,46.0,,31.0,,89.0,69.0,75.0,110.0,27.0,46.0,20.0,37.0,137.0,69.0,95.0,,,0.0,
671626,HOSPICE PLUS HOUSTON,6750 WEST LOOP SOUTH SUITE 780,BELLAIRE,TX,77401,TX - Houston,407,35790,5685925,5665885,7996955,99,0.0,0.314,0.218,0.056,53.0,72.0,179.0,76.0,0.109,0.292,0.103,82.0,146.0,261.0,278.0,69.0,,51.0,,137.0,74.0,74.0,144.0,33.0,90.0,25.0,41.0,176.0,98.0,21.0,107.0,,0.0,
451784,IPH HOSPICE CARE INC,190 ABNER JACKSON PKWY STE 220,LAKE JACKSON,TX,77566,TX - Houston,167,9836,1522753,1519716,2514350,100,0.0,0.225,0.192,0.054,19.0,41.0,49.0,13.0,0.115,0.292,0.09,83.2,58.0,109.0,141.0,,,16.0,,41.0,20.0,38.0,39.0,,30.0,20.0,31.0,112.0,18.0,34.0,0.0,,0.0,
451744,NEW CENTURY HOSPICE OF BEAUMONT,3965 PHELAN BLVD SUITE 108,BEAUMONT,TX,77707,TX - Beaumont,211,22266,3133589,3434394,5507154,100,0.0,0.459,0.206,0.028,33.0,27.0,107.0,46.0,0.148,0.295,0.067,80.6,86.0,125.0,157.0,43.0,,,,55.0,43.0,44.0,55.0,12.0,54.0,27.0,19.0,146.0,29.0,32.0,0.0,,0.0,
451748,MISSION HOSPICE,505 N RIDGEWAY DRIVE SUITE 173,CLEBURNE,TX,76033,TX - Fort Worth,536,40163,5962921,6203391,8183544,100,,0.724,0.214,0.041,59.0,111.0,179.0,83.0,0.186,0.429,0.07,83.1,196.0,340.0,492.0,22.0,,19.0,,120.0,226.0,80.0,183.0,65.0,85.0,53.0,70.0,166.0,63.0,291.0,11.0,,0.0,
451778,ALPHA OMEGA HOSPICE LP,305 NE LOOP 820 SUITE 411,HURST,TX,76053,TX - Fort Worth,313,27393,4164681,4403346,5858140,99,0.0,0.472,0.213,0.027,51.0,56.0,128.0,54.0,0.089,0.179,0.057,83.5,103.0,210.0,280.0,20.0,,12.0,,69.0,150.0,53.0,84.0,23.0,85.0,29.0,39.0,110.0,12.0,190.0,0.0,,0.0,
671669,INTERIM HOSPICE OF SAN ANTONIO,6800 PARK TEN BLVD STE 270 W,SAN ANTONIO,TX,78213,TX - San Antonio,239,27666,4058791,4256338,6006796,99,0.0,0.209,0.213,0.048,50.0,29.0,125.0,61.0,0.121,0.433,0.098,80.6,106.0,133.0,155.0,17.0,,63.0,,78.0,43.0,45.0,79.0,12.0,46.0,29.0,28.0,184.0,16.0,30.0,,,0.0,
671580,GENTIVA HOSPICE,210 SOUTH CARANCAHUA ST SUITE #301,CORPUS CHRISTI,TX,78401,TX - Corpus Christi,316,30997,4329194,4796060,6108472,99,0.0,0.337,0.189,0.043,33.0,51.0,147.0,83.0,0.148,0.284,0.094,81.7,121.0,195.0,156.0,11.0,,146.0,,88.0,143.0,67.0,80.0,41.0,55.0,30.0,43.0,140.0,15.0,136.0,17.0,,0.0,
461542,HEARTWOOD HOSPICE,6671 S REDWOOD ROAD,WEST JORDAN,UT,84084,UT - Salt Lake City,130,15574,2287107,2403662,3242954,100,0.0,0.222,0.125,0.019,37.0,,79.0,36.0,0.129,0.223,0.038,85.0,48.0,82.0,117.0,0.0,,,,53.0,,11.0,16.0,,48.0,,,116.0,,,,,0.0,
491532,"CRATER COMMUNITY HOSPICE, INC",3916 SOUTH CRATER ROAD,PETERSBURG,VA,23805,VA - Richmond,247,14346,2180009,2218312,4276675,99,0.0,0.248,0.255,0.057,30.0,55.0,73.0,21.0,0.129,0.222,0.08,81.1,99.0,148.0,188.0,56.0,,,,49.0,54.0,94.0,50.0,13.0,46.0,18.0,26.0,178.0,37.0,27.0,0.0,,0.0,
491567,HEARTLAND HOSPICE SERVICES,"1504 SANTA ROSA ROAD, SUITE 114",RICHMOND,VA,23229,VA - Richmond,289,23257,3560842,3605203,5431537,100,0.0,0.237,0.201,0.055,35.0,40.0,108.0,44.0,0.152,0.292,0.062,81.8,121.0,168.0,204.0,78.0,,,,62.0,77.0,85.0,70.0,24.0,55.0,21.0,34.0,177.0,43.0,57.0,,,0.0,
491584,ASERA CARE HOSPICE,"8001 FRANKLIN FARM DRIVE, SUITE 206",RICHMOND,VA,23229,VA - Richmond,243,22969,3498812,3532987,5204638,99,0.0,0.328,0.288,0.049,34.0,36.0,108.0,53.0,0.126,0.254,0.105,84.3,85.0,158.0,187.0,50.0,,,,98.0,63.0,50.0,82.0,14.0,37.0,22.0,38.0,80.0,94.0,48.0,20.0,,0.0,
491602,NEW CENTURY HOSPICE OF RICHMOND,"3228 WEST CARY STREET, SUITE B",RICHMOND,VA,23221,VA - Richmond,288,24988,3801366,3844534,6204202,100,0.0,0.413,0.235,0.034,29.0,33.0,127.0,49.0,0.122,0.359,0.061,83.5,104.0,184.0,191.0,90.0,,,,65.0,76.0,59.0,44.0,34.0,55.0,25.0,71.0,158.0,68.0,48.0,11.0,,0.0,
491505,"HOSPICE OF THE RAPIDAN, INC","1200 SUNSET LANE, SUITE 2320 - PO BOX 1715",CULPEPER,VA,22701,VA - Charlottesville,241,10059,1409493,1545214,2021852,100,0.0,0.264,0.261,0.054,46.0,69.0,52.0,14.0,0.197,0.299,0.085,82.0,99.0,142.0,210.0,25.0,,,,28.0,52.0,90.0,41.0,21.0,21.0,32.0,36.0,238.0,0.0,0.0,0.0,,0.0,
491538,SENTARA HOME CARE SERVICES,2000 BEERY ROAD,HARRISONBURG,VA,22801,VA - Charlottesville,300,16868,2479387,2647398,4197861,99,194.0,0.266,0.223,0.043,35.0,53.0,84.0,21.0,0.106,0.244,0.065,81.9,141.0,159.0,286.0,11.0,,0.0,,50.0,36.0,138.0,31.0,13.0,42.0,24.0,52.0,259.0,25.0,,,,0.0,
471510,BAYADA HOSPICE,316 MAIN STREET UNIT EH-6,NORWICH,VT,5055,NH - Lebanon,573,41351,6435939,6410958,10898482,100,63.0,0.32,0.261,0.08,42.0,105.0,196.0,72.0,0.13,0.255,0.096,82.5,223.0,350.0,564.0,,,,,28.0,218.0,159.0,149.0,23.0,103.0,49.0,90.0,284.0,98.0,97.0,91.0,,0.0,
501538,JEFFERSON HEALTHCARE HOME HEALTH,"2500 WEST SIMS WAY, #300",PT TOWNSEND,WA,98368,WA - Seattle,125,7060,1121238,1101055,2052924,100,0.0,0.155,0.251,0.042,19.0,24.0,39.0,12.0,0.116,0.2,0.065,82.8,64.0,61.0,122.0,,,0.0,,12.0,14.0,52.0,11.0,,26.0,14.0,18.0,123.0,0.0,0.0,0.0,,0.0,
501516,CENTRAL WASHINGTON HSA HOSPICE SERVICE,1300 FULLER STREET,WENATCHEE,WA,98801,WA - Spokane,481,22181,3484418,3433510,6670833,100,0.0,0.038,0.315,0.076,49.0,110.0,125.0,24.0,0.031,0.251,0.123,82.4,225.0,256.0,456.0,0.0,,17.0,,63.0,102.0,122.0,79.0,13.0,85.0,56.0,126.0,238.0,177.0,30.0,20.0,,0.0,
501535,HORIZON HOSPICE LLC,"123 W CASCADE WAY,  SUITE E",SPOKANE,WA,99208,WA - Spokane,375,34752,5744438,5346832,8898937,100,16.0,0.417,0.274,0.078,30.0,68.0,166.0,72.0,0.232,0.364,0.151,84.4,132.0,243.0,361.0,,,,,91.0,102.0,82.0,118.0,33.0,75.0,37.0,30.0,155.0,195.0,22.0,0.0,,0.0,
521522,HOME HEALTH UNITED HOSPICE,1600 JEFFERSON ST  STE 101,BARABOO,WI,53913,WI - Madison,587,45185,7060399,6985391,12795658,100,0.0,0.306,0.301,0.049,64.0,119.0,214.0,87.0,0.134,0.385,0.116,81.6,286.0,301.0,578.0,,,,,204.0,118.0,212.0,95.0,19.0,113.0,89.0,59.0,420.0,108.0,12.0,38.0,,0.0,
